episode,reward,training_reward,steps,success,epsilon
1065,5.9,6.050000000000001,10,1,0.03
1066,5.8,6.040000000000001,20,1,0.03
1067,5.82,5.970000000000001,18,1,0.03
1068,5.6,5.840000000000001,20,1,0.03
1069,5.82,6.120000000000001,18,1,0.03
1070,5.76,6.090000000000001,24,1,0.03
1071,5.82,6.120000000000001,18,1,0.03
1072,5.76,6.090000000000001,24,1,0.03
1073,5.83,6.040000000000001,17,1,0.03
1074,5.74,6.07,26,1,0.03
1075,5.82,6.0600000000000005,18,1,0.03
1076,5.9,6.050000000000001,10,1,0.03
1077,5.83,6.07,17,1,0.03
1078,5.62,5.83,18,1,0.03
1079,5.61,5.82,19,1,0.03
1080,5.82,6.120000000000001,18,1,0.03
1081,5.78,6.17,22,1,0.03
1082,5.86,6.010000000000001,14,1,0.03
1083,5.8,6.040000000000001,20,1,0.03
1084,5.83,6.1000000000000005,17,1,0.03
1085,5.76,6.090000000000001,24,1,0.03
1086,5.8100000000000005,6.08,19,1,0.03
1087,5.55,5.880000000000001,25,1,0.03
1088,5.83,6.040000000000001,17,1,0.03
1089,5.9,6.050000000000001,10,1,0.03
1090,5.83,6.040000000000001,17,1,0.03
1091,5.83,6.040000000000001,17,1,0.03
1092,5.9,6.050000000000001,10,1,0.03
1093,5.86,6.010000000000001,14,1,0.03
1094,5.36,5.750000000000001,24,1,0.03
1095,5.8,6.010000000000001,20,1,0.03
1096,5.140000000000001,5.3500000000000005,16,1,0.03
1097,5.84,5.99,16,1,0.03
1098,5.82,6.120000000000001,18,1,0.03
1099,5.82,6.0600000000000005,18,1,0.03
1100,5.86,6.010000000000001,14,1,0.03
1101,5.83,6.040000000000001,17,1,0.03
1102,5.35,5.5600000000000005,15,1,0.03
1103,5.83,6.040000000000001,17,1,0.03
1104,5.83,6.1000000000000005,17,1,0.03
1105,5.83,6.040000000000001,17,1,0.03
1106,5.35,5.5600000000000005,15,1,0.03
1107,5.78,6.17,22,1,0.03
1108,5.86,6.010000000000001,14,1,0.03
1109,5.82,6.120000000000001,18,1,0.03
1110,5.83,6.040000000000001,17,1,0.03
1111,5.35,5.5600000000000005,15,1,0.03
1112,5.8,6.010000000000001,20,1,0.03
1113,5.82,5.970000000000001,18,1,0.03
1114,5.8,6.1000000000000005,20,1,0.03
1115,5.83,6.040000000000001,17,1,0.03
1116,5.83,6.07,17,1,0.03
1117,5.76,6.0600000000000005,24,1,0.03
1118,5.65,5.800000000000001,15,1,0.03
1119,5.34,5.670000000000001,26,1,0.03
1120,5.62,5.83,18,1,0.03
1121,5.35,5.5600000000000005,15,1,0.03
1122,5.78,6.17,22,1,0.03
1123,5.82,6.0600000000000005,18,1,0.03
1124,5.86,6.010000000000001,14,1,0.03
1125,5.9,6.050000000000001,10,1,0.03
1126,5.86,6.010000000000001,14,1,0.03
1127,5.9,6.050000000000001,10,1,0.03
1128,5.82,6.03,18,1,0.03
1129,5.63,5.78,17,1,0.03
1130,5.82,6.0600000000000005,18,1,0.03
1131,5.83,6.040000000000001,17,1,0.03
1132,5.82,6.03,18,1,0.03
1133,5.9,6.050000000000001,10,1,0.03
1134,5.83,6.07,17,1,0.03
1135,5.83,6.07,17,1,0.03
1136,5.8,6.010000000000001,20,1,0.03
1137,5.83,6.1000000000000005,17,1,0.03
1138,5.78,6.17,22,1,0.03
1139,5.86,6.010000000000001,14,1,0.03
1140,5.82,6.0600000000000005,18,1,0.03
1141,4.8100000000000005,5.0200000000000005,19,1,0.03
1142,5.83,6.1000000000000005,17,1,0.03
1143,5.83,6.07,17,1,0.03
1144,5.79,6.0,21,1,0.03
1145,5.82,6.03,18,1,0.03
1146,5.8,6.010000000000001,20,1,0.03
1147,5.82,6.0600000000000005,18,1,0.03
1148,5.85,6.0600000000000005,15,1,0.03
1149,5.85,6.0600000000000005,15,1,0.03
1150,5.85,6.0600000000000005,15,1,0.03
1151,5.78,6.17,22,1,0.03
1152,5.82,6.120000000000001,18,1,0.03
1153,5.78,5.99,22,1,0.03
1154,5.8,6.040000000000001,20,1,0.03
1155,5.83,6.1000000000000005,17,1,0.03
1156,5.9,6.050000000000001,10,1,0.03
1157,5.640000000000001,5.8500000000000005,16,1,0.03
1158,5.86,6.010000000000001,14,1,0.03
1159,5.8,6.1000000000000005,20,1,0.03
1160,5.78,6.17,22,1,0.03
1161,5.78,6.17,22,1,0.03
1162,5.62,5.83,18,1,0.03
1163,5.82,6.0600000000000005,18,1,0.03
1164,5.55,5.880000000000001,25,1,0.03
1165,5.9,6.050000000000001,10,1,0.03
1166,5.82,6.120000000000001,18,1,0.03
1167,5.8100000000000005,6.0200000000000005,19,1,0.03
1168,5.9,6.050000000000001,10,1,0.03
1169,5.85,6.0600000000000005,15,1,0.03
1170,5.35,5.5600000000000005,15,1,0.03
1171,5.88,6.03,12,1,0.03
1172,5.83,6.07,17,1,0.03
1173,5.8100000000000005,6.08,19,1,0.03
1174,5.82,6.0600000000000005,18,1,0.03
1175,5.35,5.5600000000000005,15,1,0.03
1176,5.62,5.86,18,1,0.03
1177,5.82,6.03,18,1,0.03
1178,5.9,6.050000000000001,10,1,0.03
1179,5.82,6.120000000000001,18,1,0.03
1180,5.83,6.07,17,1,0.03
1181,5.8100000000000005,6.08,19,1,0.03
1182,5.76,6.15,24,1,0.03
1183,5.78,6.17,22,1,0.03
1184,5.33,5.540000000000001,17,1,0.03
1185,5.8,6.1000000000000005,20,1,0.03
1186,5.83,6.1000000000000005,17,1,0.03
1187,5.74,6.07,26,1,0.03
1188,5.59,5.890000000000001,21,1,0.03
1189,5.82,6.0600000000000005,18,1,0.03
1190,5.86,6.010000000000001,14,1,0.03
1191,5.61,5.8500000000000005,19,1,0.03
1192,5.76,6.15,24,1,0.03
1193,5.8,6.040000000000001,20,1,0.03
1194,5.8100000000000005,6.050000000000001,19,1,0.03
1195,5.83,6.040000000000001,17,1,0.03
1196,5.82,6.120000000000001,18,1,0.03
1197,5.82,6.0600000000000005,18,1,0.03
1198,5.85,6.0600000000000005,15,1,0.03
1199,5.83,6.07,17,1,0.03
1200,5.86,6.010000000000001,14,1,0.03
1201,5.83,6.1000000000000005,17,1,0.03
1202,5.83,6.1000000000000005,17,1,0.03
1203,5.85,6.0600000000000005,15,1,0.03
1204,5.83,6.040000000000001,17,1,0.03
1205,5.82,6.03,18,1,0.03
1206,5.9,6.050000000000001,10,1,0.03
1207,5.79,6.0,21,1,0.03
1208,5.26,5.65,24,1,0.03
1209,5.9,6.050000000000001,10,1,0.03
1210,5.78,5.99,22,1,0.03
1211,5.82,6.03,18,1,0.03
1212,5.8100000000000005,6.08,19,1,0.03
1213,5.82,6.03,18,1,0.03
1214,5.9,6.050000000000001,10,1,0.03
1215,5.79,6.0600000000000005,21,1,0.03
1216,5.78,6.17,22,1,0.03
1217,5.86,6.010000000000001,14,1,0.03
1218,5.85,6.0600000000000005,15,1,0.03
1219,5.9,6.050000000000001,10,1,0.03
1220,5.9,6.050000000000001,10,1,0.03
1221,5.82,6.03,18,1,0.03
1222,5.8100000000000005,6.0200000000000005,19,1,0.03
1223,5.78,6.17,22,1,0.03
1224,5.85,6.0600000000000005,15,1,0.03
1225,5.82,6.0600000000000005,18,1,0.03
1226,5.78,6.17,22,1,0.03
1227,5.82,6.120000000000001,18,1,0.03
1228,5.33,5.540000000000001,17,1,0.03
1229,5.82,6.03,18,1,0.03
1230,5.140000000000001,5.3500000000000005,16,1,0.03
1231,5.9,6.050000000000001,10,1,0.03
1232,5.83,6.040000000000001,17,1,0.03
1233,5.82,6.03,18,1,0.03
1234,5.78,6.17,22,1,0.03
1235,5.86,6.010000000000001,14,1,0.03
1236,5.86,6.010000000000001,14,1,0.03
1237,5.82,6.0600000000000005,18,1,0.03
1238,5.82,6.03,18,1,0.03
1239,5.59,5.890000000000001,21,1,0.03
1240,5.82,6.0600000000000005,18,1,0.03
1241,5.82,6.0600000000000005,18,1,0.03
1242,5.82,6.03,18,1,0.03
1243,5.76,6.090000000000001,24,1,0.03
1244,5.76,6.090000000000001,24,1,0.03
1245,5.69,5.840000000000001,11,1,0.03
1246,5.83,6.07,17,1,0.03
1247,5.83,6.1000000000000005,17,1,0.03
1248,5.82,6.0600000000000005,18,1,0.03
1249,5.82,6.120000000000001,18,1,0.03
1250,5.35,5.5600000000000005,15,1,0.03
1251,-2.01,-1.9799999999999998,1,0,0.03
1252,5.76,6.090000000000001,24,1,0.03
1253,5.76,6.15,24,1,0.03
1254,5.85,6.0600000000000005,15,1,0.03
1255,5.33,5.540000000000001,17,1,0.03
1256,5.82,6.120000000000001,18,1,0.03
1257,5.3100000000000005,5.5200000000000005,19,1,0.03
1258,5.82,6.03,18,1,0.03
1259,5.83,6.040000000000001,17,1,0.03
1260,5.85,6.0600000000000005,15,1,0.03
1261,5.35,5.5600000000000005,15,1,0.03
1262,5.86,6.010000000000001,14,1,0.03
1263,5.8100000000000005,6.0200000000000005,19,1,0.03
1264,5.85,6.0600000000000005,15,1,0.03
1265,5.76,6.090000000000001,24,1,0.03
1266,5.82,6.0600000000000005,18,1,0.03
1267,5.82,6.0600000000000005,18,1,0.03
1268,5.83,6.07,17,1,0.03
1269,5.82,6.0600000000000005,18,1,0.03
1270,5.83,6.1000000000000005,17,1,0.03
1271,5.8100000000000005,6.0200000000000005,19,1,0.03
1272,5.86,6.010000000000001,14,1,0.03
1273,5.83,6.07,17,1,0.03
1274,5.83,6.1000000000000005,17,1,0.03
1275,5.9,6.050000000000001,10,1,0.03
1276,5.62,5.83,18,1,0.03
1277,5.83,6.1000000000000005,17,1,0.03
1278,5.9,6.050000000000001,10,1,0.03
1279,5.76,6.090000000000001,24,1,0.03
1280,5.82,6.03,18,1,0.03
1281,5.61,5.91,19,1,0.03
1282,5.83,6.040000000000001,17,1,0.03
1283,5.83,6.040000000000001,17,1,0.03
1284,5.62,5.86,18,1,0.03
1285,5.82,6.120000000000001,18,1,0.03
1286,5.82,6.03,18,1,0.03
1287,5.82,6.0600000000000005,18,1,0.03
1288,5.83,6.1000000000000005,17,1,0.03
1289,5.76,6.090000000000001,24,1,0.03
1290,5.83,6.07,17,1,0.03
1291,5.9,6.050000000000001,10,1,0.03
1292,5.72,6.050000000000001,28,1,0.03
1293,5.78,6.17,22,1,0.03
1294,5.82,6.120000000000001,18,1,0.03
1295,5.78,6.17,22,1,0.03
1296,5.83,6.040000000000001,17,1,0.03
1297,-1.1599999999999997,-0.9799999999999995,16,0,0.03
1298,5.82,6.0600000000000005,18,1,0.03
1299,5.9,6.050000000000001,10,1,0.03
1300,-2.07,-1.9199999999999997,7,0,0.03
1301,5.8100000000000005,6.08,19,1,0.03
1302,5.8,6.040000000000001,20,1,0.03
1303,5.62,5.890000000000001,18,1,0.03
1304,5.85,6.0600000000000005,15,1,0.03
1305,5.3100000000000005,5.5200000000000005,19,1,0.03
1306,5.76,6.090000000000001,24,1,0.03
1307,5.83,6.040000000000001,17,1,0.03
1308,5.9,6.050000000000001,10,1,0.03
1309,5.9,6.050000000000001,10,1,0.03
1310,5.88,6.03,12,1,0.03
1311,5.82,6.03,18,1,0.03
1312,5.8100000000000005,6.08,19,1,0.03
1313,5.83,6.1000000000000005,17,1,0.03
1314,5.33,5.540000000000001,17,1,0.03
1315,5.83,6.07,17,1,0.03
1316,5.9,6.050000000000001,10,1,0.03
1317,5.35,5.5600000000000005,15,1,0.03
1318,5.85,6.0600000000000005,15,1,0.03
1319,5.83,6.07,17,1,0.03
1320,-1.0799999999999998,-1.2299999999999995,8,0,0.03
1321,5.83,6.040000000000001,17,1,0.03
1322,5.83,6.040000000000001,17,1,0.03
1323,5.83,6.07,17,1,0.03
1324,5.76,6.090000000000001,24,1,0.03
1325,5.82,6.03,18,1,0.03
1326,5.76,6.090000000000001,24,1,0.03
1327,5.85,6.0600000000000005,15,1,0.03
1328,5.12,5.330000000000001,18,1,0.03
1329,-1.1599999999999997,-1.0399999999999998,16,0,0.03
1330,5.85,6.0600000000000005,15,1,0.03
1331,5.640000000000001,5.8500000000000005,16,1,0.03
1332,5.35,5.5600000000000005,15,1,0.03
1333,5.83,6.1000000000000005,17,1,0.03
1334,5.82,6.120000000000001,18,1,0.03
1335,5.85,6.0600000000000005,15,1,0.03
1336,5.83,6.040000000000001,17,1,0.03
1337,5.35,5.5600000000000005,15,1,0.03
1338,5.8,6.1000000000000005,20,1,0.03
1339,5.82,6.03,18,1,0.03
1340,5.82,6.03,18,1,0.03
1341,5.84,5.99,16,1,0.03
1342,5.35,5.5600000000000005,15,1,0.03
1343,5.78,6.17,22,1,0.03
1344,5.69,5.840000000000001,11,1,0.03
1345,5.76,6.090000000000001,24,1,0.03
1346,5.8100000000000005,6.0200000000000005,19,1,0.03
1347,5.82,6.03,18,1,0.03
1348,5.82,6.120000000000001,18,1,0.03
1349,5.85,6.0600000000000005,15,1,0.03
1350,5.86,6.010000000000001,14,1,0.03
1351,5.78,5.99,22,1,0.03
1352,5.35,5.5600000000000005,15,1,0.03
1353,5.83,6.1000000000000005,17,1,0.03
1354,5.83,6.1000000000000005,17,1,0.03
1355,5.83,6.040000000000001,17,1,0.03
1356,5.78,6.17,22,1,0.03
1357,5.82,6.0600000000000005,18,1,0.03
1358,5.76,6.090000000000001,24,1,0.03
1359,5.140000000000001,5.3500000000000005,16,1,0.03
1360,5.86,6.010000000000001,14,1,0.03
1361,5.78,6.17,22,1,0.03
1362,5.83,6.040000000000001,17,1,0.03
1363,5.8100000000000005,6.0200000000000005,19,1,0.03
1364,5.83,6.1000000000000005,17,1,0.03
1365,5.83,6.040000000000001,17,1,0.03
1366,5.8,6.040000000000001,20,1,0.03
1367,5.85,6.0600000000000005,15,1,0.03
1368,5.9,6.050000000000001,10,1,0.03
1369,5.9,6.050000000000001,10,1,0.03
1370,5.78,5.99,22,1,0.03
1371,5.78,6.17,22,1,0.03
1372,5.83,6.040000000000001,17,1,0.03
1373,5.78,6.17,22,1,0.03
1374,5.85,6.0600000000000005,15,1,0.03
1375,5.76,6.090000000000001,24,1,0.03
1376,5.82,6.0600000000000005,18,1,0.03
1377,5.82,6.120000000000001,18,1,0.03
1378,5.62,5.83,18,1,0.03
1379,-2.57,-2.5399999999999996,7,0,0.03
1380,5.78,6.08,22,1,0.03
1381,5.85,6.0600000000000005,15,1,0.03
1382,5.83,6.1000000000000005,17,1,0.03
1383,5.83,6.1000000000000005,17,1,0.03
1384,5.83,6.07,17,1,0.03
1385,5.35,5.5600000000000005,15,1,0.03
1386,5.86,6.010000000000001,14,1,0.03
1387,5.82,6.03,18,1,0.03
1388,5.82,6.0600000000000005,18,1,0.03
1389,5.83,6.07,17,1,0.03
1390,5.86,6.010000000000001,14,1,0.03
1391,5.83,6.040000000000001,17,1,0.03
1392,5.86,6.010000000000001,14,1,0.03
1393,5.35,5.5600000000000005,15,1,0.03
1394,5.83,6.1000000000000005,17,1,0.03
1395,5.86,6.010000000000001,14,1,0.03
1396,5.59,5.890000000000001,21,1,0.03
1397,5.8100000000000005,6.050000000000001,19,1,0.03
1398,5.78,6.17,22,1,0.03
1399,5.85,6.0600000000000005,15,1,0.03
1400,5.82,6.120000000000001,18,1,0.03
1401,5.33,5.540000000000001,17,1,0.03
1402,5.8,6.010000000000001,20,1,0.03
1403,5.9,6.050000000000001,10,1,0.03
1404,5.9,6.050000000000001,10,1,0.03
1405,5.83,6.1000000000000005,17,1,0.03
1406,5.9,6.050000000000001,10,1,0.03
1407,5.76,6.090000000000001,24,1,0.03
1408,5.82,6.0600000000000005,18,1,0.03
1409,5.82,6.03,18,1,0.03
1410,5.8100000000000005,6.050000000000001,19,1,0.03
1411,-2.05,-1.8999999999999997,5,0,0.03
1412,5.82,6.03,18,1,0.03
1413,5.61,5.91,19,1,0.03
1414,5.83,6.07,17,1,0.03
1415,5.82,6.0600000000000005,18,1,0.03
1416,5.74,6.07,26,1,0.03
1417,5.82,6.120000000000001,18,1,0.03
1418,5.82,6.120000000000001,18,1,0.03
1419,5.83,6.040000000000001,17,1,0.03
1420,5.83,6.1000000000000005,17,1,0.03
1421,5.83,6.1000000000000005,17,1,0.03
1422,5.9,6.050000000000001,10,1,0.03
1423,5.8,6.1000000000000005,20,1,0.03
1424,5.8100000000000005,6.050000000000001,19,1,0.03
1425,5.83,6.1000000000000005,17,1,0.03
1426,5.83,6.040000000000001,17,1,0.03
1427,5.83,6.07,17,1,0.03
1428,5.76,6.090000000000001,24,1,0.03
1429,5.83,6.07,17,1,0.03
1430,5.6,5.840000000000001,20,1,0.03
1431,5.8,6.010000000000001,20,1,0.03
1432,5.9,6.050000000000001,10,1,0.03
1433,-2.27,-2.15,7,0,0.03
1434,5.83,6.040000000000001,17,1,0.03
1435,5.82,6.0600000000000005,18,1,0.03
1436,5.82,6.03,18,1,0.03
1437,5.83,6.1000000000000005,17,1,0.03
1438,5.82,6.03,18,1,0.03
1439,5.83,6.1000000000000005,17,1,0.03
1440,5.640000000000001,5.8500000000000005,16,1,0.03
1441,5.83,6.040000000000001,17,1,0.03
1442,5.61,5.91,19,1,0.03
1443,5.82,6.0600000000000005,18,1,0.03
1444,5.82,6.120000000000001,18,1,0.03
1445,5.8,6.010000000000001,20,1,0.03
1446,5.8,6.010000000000001,20,1,0.03
1447,5.78,6.17,22,1,0.03
1448,5.82,6.03,18,1,0.03
1449,5.35,5.5600000000000005,15,1,0.03
1450,5.78,6.17,22,1,0.03
1451,5.82,6.03,18,1,0.03
1452,5.83,6.040000000000001,17,1,0.03
1453,5.82,6.03,18,1,0.03
1454,5.83,6.040000000000001,17,1,0.03
1455,5.83,6.040000000000001,17,1,0.03
1456,5.82,6.120000000000001,18,1,0.03
1457,-2.2699999999999996,-2.1499999999999995,7,0,0.03
1458,5.8100000000000005,6.050000000000001,19,1,0.03
1459,5.82,6.03,18,1,0.03
1460,5.76,6.000000000000001,24,1,0.03
1461,5.76,6.15,24,1,0.03
1462,5.7,6.03,30,1,0.03
1463,5.78,6.17,22,1,0.03
1464,5.76,6.090000000000001,24,1,0.03
1465,5.86,6.010000000000001,14,1,0.03
1466,5.76,6.090000000000001,24,1,0.03
1467,5.83,6.040000000000001,17,1,0.03
1468,5.86,6.010000000000001,14,1,0.03
1469,5.8,6.010000000000001,20,1,0.03
1470,5.8,6.040000000000001,20,1,0.03
1471,5.76,6.15,24,1,0.03
1472,5.9,6.050000000000001,10,1,0.03
1473,5.76,6.090000000000001,24,1,0.03
1474,5.76,6.090000000000001,24,1,0.03
1475,5.83,6.040000000000001,17,1,0.03
1476,5.82,6.03,18,1,0.03
1477,5.82,6.03,18,1,0.03
1478,5.82,6.03,18,1,0.03
1479,5.82,6.03,18,1,0.03
1480,5.76,6.090000000000001,24,1,0.03
1481,-2.01,-1.9799999999999998,1,0,0.03
1482,5.7,6.03,30,1,0.03
1483,5.9,6.050000000000001,10,1,0.03
1484,5.82,6.120000000000001,18,1,0.03
1485,5.85,6.0600000000000005,15,1,0.03
1486,5.86,6.010000000000001,14,1,0.03
1487,5.6,5.8100000000000005,20,1,0.03
1488,5.9,6.050000000000001,10,1,0.03
1489,5.8100000000000005,6.050000000000001,19,1,0.03
1490,5.78,6.17,22,1,0.03
1491,5.83,6.07,17,1,0.03
1492,5.62,5.83,18,1,0.03
1493,5.35,5.5600000000000005,15,1,0.03
1494,5.82,6.120000000000001,18,1,0.03
1495,5.85,6.0600000000000005,15,1,0.03
1496,5.82,6.120000000000001,18,1,0.03
1497,5.79,6.000000000000001,21,1,0.03
1498,5.83,6.07,17,1,0.03
1499,5.76,6.15,24,1,0.03
1500,5.83,6.07,17,1,0.03
1501,5.78,6.17,22,1,0.03
1502,5.78,6.17,22,1,0.03
1503,5.640000000000001,5.8500000000000005,16,1,0.03
1504,5.83,6.1000000000000005,17,1,0.03
1505,5.9,6.050000000000001,10,1,0.03
1506,5.74,6.07,26,1,0.03
1507,5.85,6.0600000000000005,15,1,0.03
1508,5.640000000000001,5.8500000000000005,16,1,0.03
1509,5.62,5.86,18,1,0.03
1510,5.48,5.630000000000001,12,1,0.03
1511,5.82,6.0600000000000005,18,1,0.03
1512,5.9,6.050000000000001,10,1,0.03
1513,5.82,6.120000000000001,18,1,0.03
1514,5.8100000000000005,6.050000000000001,19,1,0.03
1515,5.83,6.1000000000000005,17,1,0.03
1516,5.8100000000000005,6.050000000000001,19,1,0.03
1517,5.35,5.5600000000000005,15,1,0.03
1518,5.61,5.91,19,1,0.03
1519,5.83,6.1000000000000005,17,1,0.03
1520,5.62,5.890000000000001,18,1,0.03
1521,5.83,6.1000000000000005,17,1,0.03
1522,5.76,6.090000000000001,24,1,0.03
1523,-1.15,-1.0299999999999998,15,0,0.03
1524,5.82,6.0600000000000005,18,1,0.03
1525,5.8,6.010000000000001,20,1,0.03
1526,5.35,5.5600000000000005,15,1,0.03
1527,5.9,6.050000000000001,10,1,0.03
1528,5.65,5.800000000000001,15,1,0.03
1529,5.82,6.03,18,1,0.03
1530,5.76,6.15,24,1,0.03
1531,5.83,6.1000000000000005,17,1,0.03
1532,5.35,5.5600000000000005,15,1,0.03
1533,5.9,6.050000000000001,10,1,0.03
1534,5.83,6.07,17,1,0.03
1535,5.76,6.090000000000001,24,1,0.03
1536,5.8,6.040000000000001,20,1,0.03
1537,5.84,5.99,16,1,0.03
1538,5.82,6.0600000000000005,18,1,0.03
1539,5.78,6.17,22,1,0.03
1540,5.78,6.17,22,1,0.03
1541,5.83,6.07,17,1,0.03
1542,5.83,6.07,17,1,0.03
1543,5.82,6.0600000000000005,18,1,0.03
1544,5.78,6.17,22,1,0.03
1545,5.8,6.040000000000001,20,1,0.03
1546,5.85,6.0600000000000005,15,1,0.03
1547,5.88,6.03,12,1,0.03
1548,5.82,6.03,18,1,0.03
1549,5.86,6.010000000000001,14,1,0.03
1550,5.83,6.040000000000001,17,1,0.03
1551,5.83,6.1000000000000005,17,1,0.03
1552,5.86,6.010000000000001,14,1,0.03
1553,5.83,6.040000000000001,17,1,0.03
1554,4.95,5.16,25,1,0.03
1555,5.9,6.050000000000001,10,1,0.03
1556,5.83,6.07,17,1,0.03
1557,5.8,6.010000000000001,20,1,0.03
1558,5.82,6.120000000000001,18,1,0.03
1559,5.35,5.5600000000000005,15,1,0.03
1560,5.9,6.050000000000001,10,1,0.03
1561,5.83,6.040000000000001,17,1,0.03
1562,5.33,5.540000000000001,17,1,0.03
1563,5.74,6.07,26,1,0.03
1564,5.83,6.040000000000001,17,1,0.03
1565,5.35,5.5600000000000005,15,1,0.03
1566,5.83,6.040000000000001,17,1,0.03
1567,5.78,6.17,22,1,0.03
1568,5.61,5.82,19,1,0.03
1569,5.83,6.07,17,1,0.03
1570,5.9,6.050000000000001,10,1,0.03
1571,5.35,5.5600000000000005,15,1,0.03
1572,5.35,5.5600000000000005,15,1,0.03
1573,5.35,5.5600000000000005,15,1,0.03
1574,5.9,6.050000000000001,10,1,0.03
1575,5.78,6.17,22,1,0.03
1576,5.35,5.5600000000000005,15,1,0.03
1577,5.9,6.050000000000001,10,1,0.03
1578,5.9,6.050000000000001,10,1,0.03
1579,5.83,6.040000000000001,17,1,0.03
1580,5.57,5.960000000000001,23,1,0.03
1581,5.83,6.1000000000000005,17,1,0.03
1582,5.35,5.5600000000000005,15,1,0.03
1583,5.86,6.010000000000001,14,1,0.03
1584,5.35,5.5600000000000005,15,1,0.03
1585,5.83,6.07,17,1,0.03
1586,5.61,5.82,19,1,0.03
1587,5.78,6.17,22,1,0.03
1588,5.9,6.050000000000001,10,1,0.03
1589,5.85,6.0600000000000005,15,1,0.03
1590,5.82,6.03,18,1,0.03
1591,5.85,6.0600000000000005,15,1,0.03
1592,5.84,5.99,16,1,0.03
1593,5.35,5.5600000000000005,15,1,0.03
1594,5.82,6.120000000000001,18,1,0.03
1595,5.82,6.120000000000001,18,1,0.03
1596,5.83,6.1000000000000005,17,1,0.03
1597,5.82,6.03,18,1,0.03
1598,5.9,6.050000000000001,10,1,0.03
1599,5.83,6.1000000000000005,17,1,0.03
1600,5.8,6.040000000000001,20,1,0.03
1601,5.6,5.8100000000000005,20,1,0.03
1602,5.82,6.120000000000001,18,1,0.03
1603,5.33,5.540000000000001,17,1,0.03
1604,5.76,6.15,24,1,0.03
1605,5.82,6.03,18,1,0.03
1606,5.62,5.86,18,1,0.03
1607,5.8,6.1000000000000005,20,1,0.03
1608,5.83,6.1000000000000005,17,1,0.03
1609,5.35,5.5600000000000005,15,1,0.03
1610,5.83,6.07,17,1,0.03
1611,5.84,5.99,16,1,0.03
1612,5.82,6.120000000000001,18,1,0.03
1613,5.82,6.03,18,1,0.03
1614,5.85,6.0600000000000005,15,1,0.03
1615,5.82,6.03,18,1,0.03
1616,5.82,6.120000000000001,18,1,0.03
1617,5.83,6.1000000000000005,17,1,0.03
1618,5.35,5.5600000000000005,15,1,0.03
1619,5.35,5.5600000000000005,15,1,0.03
1620,5.83,6.1000000000000005,17,1,0.03
1621,5.8,6.010000000000001,20,1,0.03
1622,5.62,5.890000000000001,18,1,0.03
1623,5.83,6.040000000000001,17,1,0.03
1624,5.86,6.010000000000001,14,1,0.03
1625,5.83,6.07,17,1,0.03
1626,5.74,6.07,26,1,0.03
1627,5.82,6.03,18,1,0.03
1628,5.83,6.040000000000001,17,1,0.03
1629,5.9,6.050000000000001,10,1,0.03
1630,5.83,6.1000000000000005,17,1,0.03
1631,5.8,6.010000000000001,20,1,0.03
1632,5.26,5.65,24,1,0.03
1633,5.83,6.1000000000000005,17,1,0.03
1634,5.74,6.07,26,1,0.03
1635,5.83,6.040000000000001,17,1,0.03
1636,5.85,6.0600000000000005,15,1,0.03
1637,5.83,6.040000000000001,17,1,0.03
1638,5.82,6.0600000000000005,18,1,0.03
1639,5.82,6.03,18,1,0.03
1640,5.83,6.040000000000001,17,1,0.03
1641,5.82,6.0600000000000005,18,1,0.03
1642,5.9,6.050000000000001,10,1,0.03
1643,5.35,5.5600000000000005,15,1,0.03
1644,5.82,6.03,18,1,0.03
1645,5.86,6.010000000000001,14,1,0.03
1646,5.86,6.010000000000001,14,1,0.03
1647,5.76,6.15,24,1,0.03
1648,5.82,6.120000000000001,18,1,0.03
1649,5.9,6.050000000000001,10,1,0.03
1650,5.82,6.03,18,1,0.03
1651,5.76,6.090000000000001,24,1,0.03
1652,5.84,5.99,16,1,0.03
1653,5.83,6.040000000000001,17,1,0.03
1654,5.83,6.040000000000001,17,1,0.03
1655,5.83,6.040000000000001,17,1,0.03
1656,5.35,5.5600000000000005,15,1,0.03
1657,5.84,5.99,16,1,0.03
1658,5.76,6.090000000000001,24,1,0.03
1659,5.57,5.960000000000001,23,1,0.03
1660,5.26,5.65,24,1,0.03
1661,5.82,6.120000000000001,18,1,0.03
1662,5.8,6.1000000000000005,20,1,0.03
1663,5.82,6.0600000000000005,18,1,0.03
1664,5.83,6.1000000000000005,17,1,0.03
1665,5.8100000000000005,6.050000000000001,19,1,0.03
1666,5.82,6.03,18,1,0.03
1667,5.8100000000000005,6.08,19,1,0.03
1668,5.86,6.010000000000001,14,1,0.03
1669,5.76,6.090000000000001,24,1,0.03
1670,5.82,6.03,18,1,0.03
1671,5.59,5.890000000000001,21,1,0.03
1672,5.78,6.17,22,1,0.03
1673,5.83,6.1000000000000005,17,1,0.03
1674,5.76,6.15,24,1,0.03
1675,5.57,5.960000000000001,23,1,0.03
1676,5.86,6.010000000000001,14,1,0.03
1677,5.84,5.99,16,1,0.03
1678,5.82,6.120000000000001,18,1,0.03
1679,5.35,5.5600000000000005,15,1,0.03
1680,5.76,6.090000000000001,24,1,0.03
1681,5.82,6.120000000000001,18,1,0.03
1682,5.8100000000000005,6.08,19,1,0.03
1683,5.83,6.040000000000001,17,1,0.03
1684,5.83,6.040000000000001,17,1,0.03
1685,5.83,6.040000000000001,17,1,0.03
1686,5.35,5.5600000000000005,15,1,0.03
